ID;USERNAME_;PASSWORD_;NAME_;SURNAME;EMAIL;GENDER;BIRTHDATE;TELNR1;TELNR2;CITY;TOWN;DISTRICT;ADDRESSTEXT
200;M_KANER;77D12A478EC84AD0BFFBFD2DCD7F8149;Miraç;Kaner;M_KANER@turkcellgy.com;E;1966-05-12;(530) 2294972;(532) 2264703;NİĞDE;NİĞDE MERKEZ;DEĞİRMENLİ-YUKARI MAH.;DEĞİRMENLİ-YUKARI MAH.TAŞLI SOKAK NO:170 106109 NİĞDE MERKEZ/NİĞDE
201;S_TEVS;8E1A0BCAFCAA41F390A27D9239DB0879;Semih;Tevs;S_TEVS@turkcellgy.com;E;1971-05-08;(535) 1392645;(536) 1922033;BALIKESİR;BALIKESİR MERKEZ;TOYGAR MAH.;TOYGAR MAH.36_235. SOKAK NO:484 83587 BALIKESİR MERKEZ/BALIKESİR
202;C_CILOGLU;EF073254FD68476FB8727B1A8A9C92CC;Cennet;Çiloğlu;C_CILOGLU@turkcellgy.com;K;1996-10-11;(532) 1212994;(535) 1737470;EDİRNE;UZUNKÖPRÜ;BÜYÜK ŞEHSUVARBEY MAH.;BÜYÜK ŞEHSUVARBEY MAH.3 NOLU BÜYÜKBAŞARLAR SOKAK NO:799 90115 UZUNKÖPRÜ/EDİRNE
203;G_SOYLER;2CCB5A68687149759251F4D48C98E6D0;Gizem;Söyler;G_SOYLER@turkcellgy.com;K;1974-10-02;(534) 1529500;(530) 1240827;KIRIKKALE;KIRIKKALE MERKEZ;AKŞEMSETTİN MAH.;AKŞEMSETTİN MAH.1815. SOKAK NO:332 116018 KIRIKKALE MERKEZ/KIRIKKALE
204;A_BOYACI;55249A33D0B74ABDBF7493EC7B7E3F9A;Arin;Boyacı;A_BOYACI@turkcellgy.com;K;1976-08-09;(534) 1170667;(531) 1195905;ESKİŞEHİR;TEPEBAŞI;ŞİRİNTEPE MAH.;ŞİRİNTEPE MAH.ABADAN SOKAK NO:651 119234 TEPEBAŞI/ESKİŞEHİR
205;C_UNSAL;904A33BB55314C08B0D3FB68F788593F;Cemil;Ünsal;C_UNSAL@turkcellgy.com;E;1999-12-04;(533) 1178223;(536) 1988456;İZMİR;ÖDEMİŞ;BİRGİ-KURTGAZİ MAH.;BİRGİ-KURTGAZİ MAH.ÜÇ EYLÜL SOKAK NO:304 73179 ÖDEMİŞ/İZMİR
206;S_MERT;B251528F9538477590A332D04F05A814;Sercan;Mert;S_MERT@turkcellgy.com;E;1995-09-12;(534) 1278100;(537) 1383948;BURSA;OSMANGAZİ;HOCAHASAN MAH.;HOCAHASAN MAH.5.DEĞİRMEN SOKAK NO:873 86019 OSMANGAZİ/BURSA
207;"M_ONUR ";2402C9F2227C4C09BE9695E8FEE974BB;Meltem;Onur;M_ONUR @turkcellgy.com;K;1999-04-09;(534) 2324174;(530) 1584676;KOCAELİ;DERİNCE;KAŞIKÇI KÖYÜ;KAŞIKÇI KÖYÜ MAH.KIZILCAKAYA MEVKİ SOKAK NO:183 100392 DERİNCE/KOCAELİ
208;S_KUDAY;63F80B8639A248B1B8F1CE2639042DD8;Şengül;Kuday;S_KUDAY@turkcellgy.com;K;1982-06-06;(536) 1972137;(532) 2315226;AYDIN;SÖKE;ATATÜRK MAH.;ATATÜRK MAH.ABDİ İPEKÇİ CADDESİ SOKAK NO:390 83488 SÖKE/AYDIN
209;S_DERYA;2CC60B040C7D4981800E26CC9F7929CF;Serpil;Derya;S_DERYA@turkcellgy.com;K;1952-08-30;(537) 1843468;(535) 1673951;ANKARA;PURSAKLAR;SARAY CUMHURİYET MAH.;SARAY OSMANGAZİ MAH.YAMTAR SOKAK NO:268 118946 PURSAKLAR/ANKARA
210;S_BIROL;23A4D93F0387421F933221F524E9EB9E;Şilan;Birol;S_BIROL@turkcellgy.com;K;1964-03-07;(534) 2289093;(531) 2344899;ANTALYA;AKSU;KARAÖZ-ORTAKÖY MAH.;KARAÖZ-ORTAKÖY MAH.KEPEZ SOKAK NO:537 82067 AKSU/ANTALYA
211;U_OZDIL;111FECF86EE6450F92443AE38D021BFE;Uğur;Özdil;U_OZDIL@turkcellgy.com;E;1971-12-06;(531) 1509915;(533) 1155761;BURSA;OSMANGAZİ;PANAYIR MAH.;PANAYIR MAH.1.BAŞAR SOKAK NO:564 86046 OSMANGAZİ/BURSA
212;"P_SIT ";8237023975794B44872418E219DCD486;Pakize;Şit;P_SIT @turkcellgy.com;K;1971-05-31;(537) 1890422;(535) 1355020;ANKARA;KAZAN;ATATÜRK MAH.;ATATÜRK MAH.ÖREN SOKAK NO:215 81767 KAZAN/ANKARA
213;"A_GURSU ";FDE9DAB861264337BE9C92FE6E211354;Arda;Gürsu;A_GURSU @turkcellgy.com;E;1951-02-25;(532) 2093640;(535) 1281894;KONYA;SELÇUKLU;SANCAK MAH.;SANCAK MAH.GÜLPARKI SOKAK NO:81 100670 SELÇUKLU/KONYA
214;C_GURLEK;1CD0F0FA904649FA9F01A74BC555773E;Ceylin;Gürlek;C_GURLEK@turkcellgy.com;K;1993-02-21;(531) 1184504;(532) 2057557;ŞANLIURFA;CEYLANPINAR;İNKILAP MAH.;İNKILAP MAH.111. SOKAK NO:61 113095 CEYLANPINAR/ŞANLIURFA
215;H_COSKUN;8C71954A58274549817523715648133C;Hamit;Coşkun;H_COSKUN@turkcellgy.com;E;1991-10-27;(534) 2084876;(533) 2094182;ADIYAMAN;ADIYAMAN MERKEZ;YENİ MAH.;YENİ MAH.26252. SOKAK NO:223 78788 ADIYAMAN MERKEZ/ADIYAMAN
216;C_LEVENDOGLU;F636D0C90C444B38BFCFECC6B74B7998;Cengiz;Levendoğlu;C_LEVENDOGLU@turkcellgy.com;E;1994-09-26;(535) 1996539;(530) 2136697;YALOVA;ALTINOVA;KAYTAZDERE-MERKEZ MAH.;KAYTAZDERE-MERKEZ MAH.ÇİÇEK SOKAK NO:779 117359 ALTINOVA/YALOVA
217;D_GURBUZ;5BA07E1574C34FA2B04EBF2F2D173D63;Dilara;Gürbüz;D_GURBUZ@turkcellgy.com;K;1958-11-08;(536) 2241901;(533) 1283539;KAYSERİ;KOCASİNAN;DÜVER-MERKEZ MAH.;DÜVER-MERKEZ MAH.ZAFER SOKAK NO:791 75788 KOCASİNAN/KAYSERİ
218;S_SORAY;1BF4F8B1A4B649789AF86DDDEA9F66E6;Semra;Şoray;S_SORAY@turkcellgy.com;K;1972-05-18;(532) 1683769;(536) 2009741;KÜTAHYA;TAVŞANLI;AKÇAKÖY;AKÇAKÖY MAH.KÖYÜN KENDİSİ SOKAK NO:626 102253 TAVŞANLI/KÜTAHYA
219;T_TECER;FBD7AE51A0294F1692AFAA8898A92988;Tuba;Tecer;T_TECER@turkcellgy.com;K;1976-07-28;(536) 1282365;(530) 2159781;ADANA;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84071. SOKAK NO:203 118920 ÇUKUROVA/ADANA
220;T_ERSIN;80CC58715A504E40A11A3E603B15D283;Tahir;Ersin;T_ERSIN@turkcellgy.com;E;1976-10-02;(531) 1601950;(534) 1718330;BURDUR;BURDUR MERKEZ;YENİ MAH.;YENİ MAH.7. SOKAK NO:11 85609 BURDUR MERKEZ/BURDUR
221;K_OZBERK;BE680F205D8846F6ACA73A2CA73A308D;Kadriye;Özberk;K_OZBERK@turkcellgy.com;K;1999-12-06;(530) 2274336;(536) 1339445;NİĞDE;ÇİFTLİK;KULA KÖYÜ;KULA KÖYÜ MAH.BAHÇE MEVKİ SOKAK NO:31 106282 ÇİFTLİK/NİĞDE
222;Y_SONMEZ;BCCEC290E9D64A598D30A301FA7D3C76;Yavuz   selim;Sönmez;Y_SONMEZ@turkcellgy.com;E;1968-10-07;(531) 1324610;(536) 2335105;İSTANBUL;ADALAR;BÜYÜKADA-MADEN MAH.;BÜYÜKADA-MADEN MAH.MADEN ÇIKMAZI SOKAK NO:477 95627 ADALAR/İSTANBUL
223;Y_KIRAN;515997E3382A48B58C0DED127D7E514E;Yusuf;Kıran;Y_KIRAN@turkcellgy.com;E;1957-09-24;(532) 1545172;(536) 1210961;SAMSUN;VEZİRKÖPRÜ;GÖL-GÜNEY MAH.;GÖL-GÜNEY MAH.CAMİ SOKAK NO:43 72749 VEZİRKÖPRÜ/SAMSUN
224;A_AKYEL;42EEA1AFBE9A48A2B3EE8B2F9CE6C8BE;Amine;Akyel;A_AKYEL@turkcellgy.com;K;1952-08-24;(537) 2060170;(531) 1212614;KOCAELİ;BAŞİSKELE;ŞEHİT EKREM MAH.;ŞEHİT EKREM MAH.TALİH SOKAK NO:57 119476 BAŞİSKELE/KOCAELİ
225;M_ARIKAN;4588022F5BC948BA9B30FC133E6CFAAC;Muhammed   yusuf;Arıkan;M_ARIKAN@turkcellgy.com;E;1983-01-21;(530) 2262742;(531) 1823675;İZMİR;KARABAĞLAR;ÜÇKUYULAR MAH.;ÜÇKUYULAR MAH.74. SOKAK NO:295 119445 KARABAĞLAR/İZMİR
226;B_SAMLIOGLU;98A8181CB4094D64BAAF2FA8CA48D766;Bünyamin;Şamlıoğlu;B_SAMLIOGLU@turkcellgy.com;E;1985-11-13;(537) 1947546;(533) 2039318;İSTANBUL;KÜÇÜKÇEKMECE;HALKALI MERKEZ MAH.;HALKALI MERKEZ MAH.MURAT SOKAK NO:621 96067 KÜÇÜKÇEKMECE/İSTANBUL
227;E_AGAOGLU;5B6900F0E08348508DE20F8039D14D9C;Elif;Ağaoğlu;E_AGAOGLU@turkcellgy.com;K;1981-03-16;(533) 1990015;(531) 1807310;İZMİR;BAYRAKLI;TEPEKULE MAH.;TEPEKULE MAH.2070. SOKAK NO:580 119388 BAYRAKLI/İZMİR
228;M_KARADUMAN;4A58589A1DE8498B927802A2BCF96354;Muzaffer;Karaduman;M_KARADUMAN@turkcellgy.com;E;1988-02-03;(534) 1713954;(530) 1665559;İZMİR;MENEMEN;EMİRALEM MERKEZ MAH.;EMİRALEM MERKEZ MAH.2624. SOKAK NO:315 97195 MENEMEN/İZMİR
229;M_BABAOGLU;97A7DBDCA0DA432293A837DFE0CAF3D2;Mira;Babaoğlu;M_BABAOGLU@turkcellgy.com;K;1963-11-03;(530) 1760387;(535) 1515063;KOCAELİ;GEBZE;YAVUZ SELİM MAH.;YAVUZ SELİM MAH.405/5. SOKAK NO:553 100189 GEBZE/KOCAELİ
230;E_BIROL;D948B66569804491937CF1B4D51B430D;Ela  nur;Birol;E_BIROL@turkcellgy.com;K;1978-04-23;(534) 1481456;(530) 2165972;MERSİN;TARSUS;YEŞİLTEPE-YEŞİLKUYU MAH.;YEŞİLTEPE-YEŞİLKUYU MAH.84. SOKAK NO:127 95623 TARSUS/MERSİN
231;F_KUTLU;1F30CE02A2C94AC4823F32A0E1B80D7C;Ferhat;Kutlu;F_KUTLU@turkcellgy.com;E;1964-07-16;(536) 1164826;(536) 2311025;ANTALYA;ALANYA;SARAY MAH.;SARAY MAH.SEVİNDİK SOKAK NO:503 82153 ALANYA/ANTALYA
232;N_OKYAY;C702416B497F4E3B872E804C6345B89C;Necla;Okyay;N_OKYAY@turkcellgy.com;K;1988-05-07;(535) 1146771;(534) 1426503;KONYA;KARATAY;İSMİL-GÖLBAŞI MAH.;İSMİL-GÖLBAŞI MAH.92. SOKAK NO:196 122559 KARATAY/KONYA
233;E_SEZGIN;DEAE74741C6043B392D924515755E9F4;Erdal;Sezgin;E_SEZGIN@turkcellgy.com;E;1978-08-31;(532) 1252818;(534) 2282381;RİZE;FINDIKLI;ÇAĞLAYAN KÖYÜ;ÇAĞLAYAN KÖYÜ MAH.TAŞKÖPRÜ CADDESİ SOKAK NO:414 107454 FINDIKLI/RİZE
234;A_AKKAS;0346A65C68FF4FE98E10725EF58707CC;Amine;Akkaş;A_AKKAS@turkcellgy.com;K;1989-02-15;(532) 1340720;(535) 1881200;AYDIN;DİDİM;ALTINKUM MAH.;ALTINKUM MAH.4. SOKAK NO:597 83143 DİDİM/AYDIN
235;"M_ORS ";AB7132C96F9945048A3C3BFDAAF6BF3B;Mehtap;Örs;M_ORS @turkcellgy.com;K;1974-09-15;(535) 1407232;(534) 1568589;SAKARYA;ADAPAZARI;MALTEPE MAH.;MALTEPE MAH.521 NOLU SOKAK NO:852 119881 ADAPAZARI/SAKARYA
236;E_GUMUSPALA;A5D70F638D0D4A17A9EF70BE686F1234;Erva;Gümüşpala;E_GUMUSPALA@turkcellgy.com;K;1987-06-10;(535) 1896988;(532) 2307358;DİYARBAKIR;SİLVAN;SELAHATTİN MAH.;SELAHATTİN MAH.555. SOKAK NO:363 89828 SİLVAN/DİYARBAKIR
237;M_OKTAY;0DAA38217CC845F6AB4FD8127A1ACCBF;Mertcan;Oktay;M_OKTAY@turkcellgy.com;E;1973-07-10;(533) 1724120;(536) 1361723;GAZİANTEP;NİZİP;FIRAT MAH.;FIRAT MAH.CUMHURİYET SOKAK NO:818 92702 NİZİP/GAZİANTEP
238;P_ILICALI;237177A10A8B433BA43B1F58EFF9AE13;Pelin;Ilıcalı;P_ILICALI@turkcellgy.com;K;1997-08-06;(534) 2258362;(532) 2201711;KAYSERİ;KOCASİNAN;AMARAT-FATİH MAH.;AMARAT-FATİH MAH.APKIN CADDESİ SOKAK NO:134 75204 KOCASİNAN/KAYSERİ
239;M_AKKOYUN;3B9E120450574FE48602E7F68416E0D3;Mira;Akkoyun;M_AKKOYUN@turkcellgy.com;K;1995-09-12;(537) 2198437;(537) 1786875;TOKAT;REŞADİYE;GÜLBURNU KÖYÜ;GÜLBURNU KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:22 111584 REŞADİYE/TOKAT
240;"M_ALKAN ";6FC8777EB2F64380A81F58D2CA1A36D8;Miray;Alkan;M_ALKAN @turkcellgy.com;K;1968-04-15;(530) 2098880;(531) 1637017;MERSİN;TARSUS;BAHÇE MAH.;BAHÇE MAH.0563. SOKAK NO:491 95500 TARSUS/MERSİN
241;"M_SUBASI ";8940666F71D74F0E9D20DFAFCC0B2D03;Müzeyyen;Subaşı;M_SUBASI @turkcellgy.com;K;1976-08-08;(531) 2039502;(536) 1456727;SAMSUN;BAFRA;DOĞANKAYA KÖYÜ;DOĞANKAYA KÖYÜ MAH.CAMİÖNÜ MEVKİ SOKAK NO:485 108444 BAFRA/SAMSUN
242;"B_GUVEN ";7FE76645BE7647E4A175857BAAE7BDD0;Buse;Güven;B_GUVEN @turkcellgy.com;K;1981-10-05;(535) 1718237;(534) 1841963;YOZGAT;AKDAĞMADENİ;BELEKÇAHAN-MERKEZ MAH.;BELEKÇAHAN-MERKEZ MAH.26. SOKAK NO:451 114384 AKDAĞMADENİ/YOZGAT
243;A_KUNTER;C00A14E2194941CE95630645B5823521;Aliye;Kunter;A_KUNTER@turkcellgy.com;K;1990-08-15;(536) 1769801;(537) 1143781;İZMİR;KARŞIYAKA;ÖRNEKKÖY MAH.;ÖRNEKKÖY MAH.7440. SOKAK NO:426 96631 KARŞIYAKA/İZMİR
244;N_LEVENDOGLU;2523A986CA64455E9EC7FD19A45FDB18;Nurten;Levendoğlu;N_LEVENDOGLU@turkcellgy.com;K;1988-07-29;(530) 1990370;(537) 2327587;YALOVA;ALTINOVA;CUMHURİYET MAH.;CUMHURİYET MAH.19. SOKAK NO:260 117350 ALTINOVA/YALOVA
245;"E_KARATEPE ";A55FCEC4A21549738AC2495E6B1FF5CA;Enver;Karatepe;E_KARATEPE @turkcellgy.com;E;1988-06-18;(530) 1499583;(531) 1454176;BURSA;OSMANGAZİ;SOĞANLI MAH.;SOĞANLI MAH.2.TAŞLI SOKAK NO:794 86056 OSMANGAZİ/BURSA
246;S_SENEL;D7EC10E6C0FE40FE8715F025343D2F85;Sibel;Şenel;S_SENEL@turkcellgy.com;K;1976-03-11;(536) 2330247;(535) 1947335;İZMİR;KINIK;POYRACIK-AŞAĞI MAH.;POYRACIK-AŞAĞI MAH.YENİ CAMİİ SOKAK NO:860 97085 KINIK/İZMİR
247;I_OZKER;7D43934794B74DD19CDDA37A1EB6349F;İkra;Özker;I_OZKER@turkcellgy.com;K;1954-07-25;(537) 1754904;(530) 1291300;MUĞLA;KÖYCEĞİZ;GELİŞİM MAH.;GELİŞİM MAH.DUMLUPINAR CADDESİ SOKAK NO:368 105314 KÖYCEĞİZ/MUĞLA
248;N_NUTKU;843997DCB0D944BD819866B0C45A70A0;Nazlı;Nutku;N_NUTKU@turkcellgy.com;K;1970-06-13;(535) 1394799;(534) 2226294;KAHRAMANMARAŞ;KAHRAMANMARAŞ MERKEZ;KARACASU MAMARAŞ MAH.;KARACASU KARŞIYAKA MAH.ORHANGAZİ CADDESİ SOKAK NO:570 126385 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ
249;"A_ECE ";2BC02E31082E4526B3D4677581D0DC97;Atakan;Ece;A_ECE @turkcellgy.com;E;1959-01-12;(530) 1442510;(531) 1461429;ISPARTA;ISPARTA MERKEZ;HIZIRBEY MAH.;HIZIRBEY MAH.1556. SOKAK NO:825 94576 ISPARTA MERKEZ/ISPARTA
250;B_GUCLU;3C25645276264895ADBCAF246D8A7AE4;Beren;Güçlü;B_GUCLU@turkcellgy.com;K;1982-06-19;(531) 2040683;(533) 2324646;NEVŞEHİR;ACIGÖL;CUMHURİYET MAH.;CUMHURİYET MAH.SULTAN SOKAK NO:620 105854 ACIGÖL/NEVŞEHİR
251;D_AYGUN;CF72AF415469495FBF022CA5D802A8CF;Diyar;Aygün;D_AYGUN@turkcellgy.com;E;1957-05-27;(533) 2232613;(532) 1653777;KONYA;CİHANBEYLİ;BAHÇELİEVLER MAH.;BAHÇELİEVLER MAH.MEMURLAR CADDESİ SOKAK NO:227 100894 CİHANBEYLİ/KONYA
252;"H_KAAN ";BAE8972F44334554A94D0DED1B52F2A0;Haydar;Kaan;H_KAAN @turkcellgy.com;E;1994-11-18;(533) 1504232;(536) 1241496;BURSA;OSMANGAZİ;SOĞANLI MAH.;SOĞANLI MAH.13.BAHAR SOKAK NO:63 86056 OSMANGAZİ/BURSA
253;B_AGCA;184B8427BF6842959E1A5B8C44A27539;Berat;Ağca;B_AGCA@turkcellgy.com;E;1978-09-27;(537) 1544092;(534) 1868282;GÜMÜŞHANE;KELKİT;ÖZEN KÖYÜ;ÖZEN KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:377 93762 KELKİT/GÜMÜŞHANE
254;E_GUMUSPALA;3A8A3A85554E4F65A62E31FFF9625BBD;Ela;Gümüşpala;E_GUMUSPALA@turkcellgy.com;K;1950-05-28;(535) 1228885;(535) 1777278;ELAZIĞ;BASKİL;CANBEYLER MAH.;CANBEYLER MAH.OSMAN ÇETİN CADDESİ SOKAK NO:726 90297 BASKİL/ELAZIĞ
255;"E_AKINCI ";BE17F39975DB4FA1998DDA754F2D9D5C;Emel;Akıncı;E_AKINCI @turkcellgy.com;K;1980-07-27;(533) 1490464;(531) 2124666;ANTALYA;DÖŞEMEALTI;YENİKÖY MAH.;YENİKÖY MAH.249. SOKAK NO:816 118985 DÖŞEMEALTI/ANTALYA
256;S_SADIKLAR;7F945492A76B488780B74F927FD97858;Şahin;Sadıklar;S_SADIKLAR@turkcellgy.com;E;1966-01-18;(534) 1260632;(530) 1273325;ANTALYA;KEPEZ;ALTINOVA DÜDEN MAH.;ALTINOVA ORTA MAH.19 NOLU SOKAK NO:644 118717 KEPEZ/ANTALYA
257;Y_GOKGOZ;7B989F94FD9F414EB4CEAC05AB4A4562;Yavuz;Gökgöz;Y_GOKGOZ@turkcellgy.com;E;1953-01-18;(535) 1613875;(532) 2058874;DENİZLİ;ÇİVRİL;KIRALAN-SİPAHİLER MAH.;KIRALAN-SİPAHİLER MAH.ÇİĞDEM CADDESİ SOKAK NO:653 89003 ÇİVRİL/DENİZLİ
258;K_SOYER;D59312F8F3BF4096A473A3D152AD713A;Kadriye;Soyer;K_SOYER@turkcellgy.com;K;1979-06-23;(534) 1966054;(532) 1854148;İSTANBUL;BAHÇELİEVLER;KOCASİNAN_MERKEZ MAH.;KOCASİNAN_MERKEZ MAH.ERHAN SOKAK NO:139 95668 BAHÇELİEVLER/İSTANBUL
259;S_DINC;01D8EABCEEE042AFA01A9CFFA8CAF19B;Simge;Dinç;S_DINC@turkcellgy.com;K;1995-02-08;(531) 2293053;(537) 1343282;ANTALYA;KEPEZ;ZAFER MAH.;ZAFER MAH.MEHMET AKİF CADDESİ SOKAK NO:812 118766 KEPEZ/ANTALYA
260;"E_TERZI ";38A7B1D0B50C41E086F249C2ECB0FCFC;Elifsu;Terzi;E_TERZI @turkcellgy.com;K;1962-05-11;(534) 1272158;(534) 2216580;SAMSUN;HAVZA;DEĞİRMENÜSTÜ MAH.;DEĞİRMENÜSTÜ MAH.HEDİYE SOKAK NO:93 108622 HAVZA/SAMSUN
261;B_HAKVERDI;BB08DBBF8C9D4CE585EAD5B089CE41CF;Beyzanur;Hakverdi;B_HAKVERDI@turkcellgy.com;K;1980-08-30;(532) 1524737;(533) 1182859;TOKAT;ZİLE;BELKAYA KÖYÜ;BELKAYA KÖYÜ MAH.AŞAĞI MEVKİ SOKAK NO:556 123208 ZİLE/TOKAT
262;"N_AKCALI ";B949CF5365294394ADEC7FF95E8F1530;Nimet;Akçalı;N_AKCALI @turkcellgy.com;K;1962-07-03;(533) 2235539;(532) 1126601;İZMİR;SEFERİHİSAR;CAMİKEBİR MAH.;CAMİKEBİR MAH.GÖZSÜZLER CADDESİ 3.ÇIKMAZI SOKAK NO:66 97305 SEFERİHİSAR/İZMİR
263;"E_AVNI ";4773D169228C45D6B8DBC6533F0F0BE3;Emine;Avni;E_AVNI @turkcellgy.com;K;1956-04-16;(530) 1989564;(534) 2024429;AFYONKARAHİSAR;AFYONKARAHİSAR MERKEZ;SAHİPATA MAH.;SAHİPATA MAH.İSHAK HOCA CADDESİ SOKAK NO:495 79177 AFYONKARAHİSAR MERKEZ/AFYONKARAHİSAR
264;"E_ATILGAN ";4383874B6DB744FE83165EBC8A9AA61F;Erol;Atılgan;E_ATILGAN @turkcellgy.com;E;1952-04-03;(531) 2165629;(532) 2342486;İZMİR;ÇEŞME;ILICA MAH.;ILICA MAH.5052. SOKAK NO:518 96945 ÇEŞME/İZMİR
265;T_BIROL;05830F64FAB344478C0D4F1D593029E1;Tahir;Birol;T_BIROL@turkcellgy.com;E;1984-03-15;(530) 1886046;(534) 2220874;İSTANBUL;FATİH;KÜÇÜK AYASOFYA MAH.;KÜÇÜK AYASOFYA MAH.IŞIL SOKAK NO:740 95910 FATİH/İSTANBUL
266;"G_UYGUR ";E10C732DF6F1449394D2F4DB1A3F500C;Gülhan;Uygur;G_UYGUR @turkcellgy.com;K;1963-05-30;(531) 1280866;(532) 1879642;KARAMAN;KARAMAN MERKEZ;SİYAHSER MAH.;SİYAHSER MAH.931. SOKAK NO:238 115848 KARAMAN MERKEZ/KARAMAN
267;E_SABUNCU;F2111412DD44458BB576D0A98050C896;Erdi;Sabuncu;E_SABUNCU@turkcellgy.com;E;1984-10-12;(531) 1527121;(537) 1360555;KONYA;KARATAY;İSMİL-ÇEŞME MAH.;İSMİL-ÇEŞME MAH.115. SOKAK NO:428 122561 KARATAY/KONYA
268;"M_TUFAN ";E50E2F506FE34C219FCE3C1D5CB0473C;Muhammet;Tufan;M_TUFAN @turkcellgy.com;E;1964-03-11;(536) 2300361;(536) 1388283;BALIKESİR;GÖNEN/BALIKESİR;KARŞIYAKA MAH.;KARŞIYAKA MAH.436. SOKAK NO:653 83981 GÖNEN/BALIKESİR/BALIKESİR
269;Y_TEVFIK;5A023E272F1F42FCAF4781F2BF9746F7;Yusuf;Tevfik;Y_TEVFIK@turkcellgy.com;E;1963-05-08;(530) 2217095;(531) 1504815;İZMİR;ÇEŞME;GERMİYAN KÖYÜ;GERMİYAN KÖYÜ MAH.7189. SOKAK NO:230 71793 ÇEŞME/İZMİR
270;"N_KOC ";CFA4CE365A6D4808B8DF63041D556ECB;Naz;Koç;N_KOC @turkcellgy.com;K;1974-11-21;(534) 1268581;(535) 1544860;KONYA;HALKAPINAR;BAHÇELİEVLER MAH.;BAHÇELİEVLER MAH.FATİH SOKAK NO:31 101214 HALKAPINAR/KONYA
271;A_DEMIRKAN;D3235C8C62114890BC92A3D54FBBF8A8;Aysel;Demirkan;A_DEMIRKAN@turkcellgy.com;K;1966-03-09;(531) 1309162;(532) 1222356;SAMSUN;AYVACIK/SAMSUN;KOÇYURDU KÖYÜ;KOÇYURDU KÖYÜ MAH.SIRTDERE MEVKİ SOKAK NO:682 108385 AYVACIK/SAMSUN/SAMSUN
272;S_AKKAYA;4D6FE7C33A4F4517BD492A9B9B5E76E7;Semiha;Akkaya;S_AKKAYA@turkcellgy.com;K;1986-11-07;(533) 1120875;(534) 2152630;AYDIN;YENİPAZAR/AYDIN;DONDURAN KÖYÜ;DONDURAN KÖYÜ MAH.YENİYOL 3 CADDESİ SOKAK NO:356 83543 YENİPAZAR/AYDIN/AYDIN
273;"H_BILGE ";E612594E48724771AAA48F5108C63887;Hayrunnisa;Bilge;H_BILGE @turkcellgy.com;K;1997-10-07;(531) 1184514;(534) 1873281;KONYA;MERAM;GAZANFER MAH.;GAZANFER MAH.ASLI SOKAK NO:694 100533 MERAM/KONYA
274;O_ULUKAN;070BCBED3F6843B4B0E49669E7181337;Özgür;Ulukan;O_ULUKAN@turkcellgy.com;E;1986-12-06;(536) 1542699;(531) 1351093;İZMİR;GÜZELBAHÇE;MUSTAFA KEMAL PAŞA MAH.;MUSTAFA KEMAL PAŞA MAH.2170. SOKAK NO:211 96606 GÜZELBAHÇE/İZMİR
275;E_AKGUL;500DED5209E04185B17A6473B1B801FA;Emre;Akgül;E_AKGUL@turkcellgy.com;E;1997-11-01;(536) 1291396;(537) 2116627;İSTANBUL;EYÜP;KARADOLAP MAH.;KARADOLAP MAH.ŞENGÜZEL SOKAK NO:196 95831 EYÜP/İSTANBUL
276;Y_GUNDAY;17F64B941A2040C494F11635EF76D8FA;Yüksel;Günday;Y_GUNDAY@turkcellgy.com;E;1982-12-27;(537) 1314116;(534) 1906758;BİNGÖL;BİNGÖL MERKEZ;RECEP TAYYİP ERDOĞAN MAH.;RECEP TAYYİP ERDOĞAN MAH.MEHMET UYTUN CADDESİ SOKAK NO:69 84599 BİNGÖL MERKEZ/BİNGÖL
277;"H_ARZU ";70A02ED60C254E55930FCFF6C9CAA5F3;Hiranur;Arzu;H_ARZU @turkcellgy.com;K;1977-07-16;(533) 1225882;(537) 1875115;TRABZON;ARAKLI;HÜRRİYET MAH.;HÜRRİYET MAH.GÖKDERE SOKAK NO:811 112037 ARAKLI/TRABZON
278;O_SERTER;6D14A8A0AF914FC791BFB2816D58F911;Ömer   halis;Serter;O_SERTER@turkcellgy.com;E;1977-08-26;(530) 2024092;(534) 2051263;DİYARBAKIR;BAĞLAR;ÖZDEMİR MAH.;ÖZDEMİR MAH.GÜMÜŞLER KÜME EVLERİ SOKAK NO:634 118712 BAĞLAR/DİYARBAKIR
279;"E_KULAC ";DDF807B3886945BCBDBF93D10CF2AC80;Erdoğan;Kulaç;E_KULAC @turkcellgy.com;E;1968-06-13;(533) 1873757;(535) 2161678;İZMİR;MENEMEN;FATİH MAH.;FATİH MAH.GARİP ÇEŞME CADDESİ SOKAK NO:457 97197 MENEMEN/İZMİR
280;E_TASTAN;5C2AB912101E45E489A8844C0E431117;Enver;Taştan;E_TASTAN@turkcellgy.com;E;1990-02-24;(537) 1216901;(537) 2206224;AĞRI;DOĞUBAYAZIT;ULUYOL MAH.;ULUYOL MAH.829. SOKAK NO:186 80151 DOĞUBAYAZIT/AĞRI
